Wavelength (nm),SSA=10m² kg⁻¹,SSA=15m² kg⁻¹,SSA=20m² kg⁻¹,SSA=25m² kg⁻¹,SSA=30m² kg⁻¹,SSA=35m² kg⁻¹,SSA=40m² kg⁻¹,SSA=45m² kg⁻¹,SSA=50m² kg⁻¹
1780.0,0.057935854428534654,0.09014171998521417,0.1194180191416861,0.1457956778642558,0.16961176724089744,0.19122284606172862,0.2109429752701135,0.22903565447039445,0.24571910044735396
1790.0,0.059577648193784985,0.09240609867364623,0.1221372419284698,0.14885505788038064,0.17293091869576557,0.19474373621956315,0.21462259073288567,0.23284138980534688,0.24962576425148325
1800.0,0.061245571010708044,0.09469592311689184,0.1248786796201429,0.15193259546663546,0.1762640274419006,0.19827452418382727,0.21830829828843218,0.2366497013973699,0.2535317792944722
1810.0,0.06353032143505159,0.09781571377087875,0.12860075276520702,0.15610041266951297,0.18076911015531047,0.2030392535403669,0.223275569389853,0.24177650476956744,0.2587850756223167
1820.0,0.06586590672207941,0.10098571153545022,0.13236771316800594,0.16030626187179225,0.18530508027817025,0.20782795058271045,0.2282603174211833,0.24691478890810054,0.2640443538828724
1830.0,0.06825197876462734,0.1042049674773265,0.13617821985389075,0.16454856304816506,0.18987022362014835,0.2126388375947328,0.23326074851368742,0.25206277550119827,0.26930787244480897
1840.0,0.0681824737577642,0.10411171831369333,0.13606742522460505,0.16442464651999608,0.18973633842249682,0.21249727309082136,0.23311320215072226,0.25191053089508436,0.2691519174388234
1850.0,0.06692997935850044,0.10242441699154178,0.134071176816701,0.16220266025221858,0.18734555724901464,0.20997802397590692,0.23049489241759613,0.2492151354704461,0.26639619652990143
1860.0,0.06242213119261772,0.09630765592385855,0.12680115985464854,0.15408367411107032,0.17858738171076324,0.20073012371118729,0.22086682496431723,0.23928914416921807,0.256235269306642
1870.0,0.054429045450512636,0.08468304305096278,0.11282589801576261,0.13834489945984765,0.16149827786474605,0.18258987177659783,0.20189770171560142,0.21965997359695275,0.2360767075854632
1880.0,0.043580572784061716,0.06663837284217632,0.0906559308129622,0.11297440063859958,0.13360436718900132,0.1526780715378327,0.170353183584187,0.1867816897327464,0.20210049513029052
1890.0,0.034283633995623515,0.052526896742780826,0.07176944779594824,0.09089370042459465,0.10891694725901152,0.12584093119512046,0.14172623936711737,0.15665221283887645,0.17070069666566207
1900.0,0.02402110851214758,0.03833363542918123,0.05166026748531758,0.06556762499305223,0.08000769413536035,0.09387675081568457,0.10714085792539438,0.11980392750297875,0.13188780621193932
1910.0,0.016639524322608353,0.027166729747689668,0.037734260718340275,0.047757109188444814,0.057206892178424534,0.06813535208894778,0.07879497927095733,0.08914385169486846,0.09916428228150564
1920.0,0.011647774402417207,0.018931216944224057,0.026790070540232448,0.034670162335595445,0.04230510297129524,0.04956963689683265,0.05643654525777799,0.06457285280632112,0.07257227826697729
1930.0,0.008880133579998482,0.013926783841033687,0.019753528918890914,0.025865428320820567,0.032011432931083036,0.03804807639388526,0.0438938844937294,0.04950537799063321,0.05486251694730005
